"S023296"	"S023297"	"S023300"	"S023301"	"S023312"	"S023313"	"S023314"	"S023318"	"S023322"	"S023331"	"S023332"	"S023333"	"S023334"	"S023335"	"S023336"	"S023337"	"S023351"	"S023355"	"S023360"	"S023361"	"S023372"	"S023373"	"S023374"	"S023375"	"S023377"	"S023379"	"S023380"	"S023381"	"S023382"
"cf21f926fdca2855c879f10d7943e79e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7b2c9ab6be64a5f7ad9d403671e098c3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"34b280061f7714921c0ba35baa745c73"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"bdc2a7de5d060ffdc71861e47d0fcfb3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"adb9eb1e69c8b569d6a628b56689d75a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f3ce5bf2d5c3362fc41d65eb20cf01f1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"95f00a81950f4ba728ba332d2fa8d2f1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fb678211feeb8b6869524b261d824ae8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b80185712f619d7ab61992194b0ec306"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a1f20d4098d6fb6d6c5c96c199bb4f43"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"df1d7a98e81c1ebd4e1e090d9743d776"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f3384f1f36a908bd09b3c265bac26f8c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"006dff13c6ff3d8c0ebd01e8682ca862"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"07f3a23e0fbbef31df63328a9e681311"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"0fce2a74cd42f6cab4e11fc624d711f1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"03a3d8c4ce3c01b9a6acd84aae103e08"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"bf0f49748360d06779867e7cb6fb6459"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c3eded004b17b2043230fc05b37a1ac8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7fd802bd6ac8a532ac1c1ed0844429d6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d6d800a482466df5785f75041ef310db"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2b6e4af72240e3c28cb8efc021d1d2f6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"0b8c9aebd18551e7f26508246f4e1559"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"12cce8ca5e275a68b2b5e8c48510e075"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5ee181e7af48fbffd85476b1eefd0472"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7d7acf808729f3a0da2418058a394ccb"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"08596b75814fc6901d7baf9aa4a6bb33"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"565b59725452b37f481c73bbb7e4ff26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e5aa5d51078fb003395ba2e09194f7c8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6f3f68e5c8e2a11b388ddbbea9fa182d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"db54872773cfde6a49c603996eecbf33"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"1e744859eb16e0605509814acfc1295c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5556091b2f4b9142f4ebab82be74d2aa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7536d65c8718b06b341546e771f21965"	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0
"e1dd12923e4c2db816a31a5fdd6dc6fa"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5c997b4b7b1df05322a689b1d556122d"	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"e69be2cbc73514ce7e9353f0be0ef9b1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"77f396e8394eb33cb14f04b180bbb34a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e2be7f9bf445d89eaa10b3b1290820b0"	0	0	5	0	0	3	4	0	0	0	16	9	6	0	0	5	3	11	0	21	7	0	0	0	16	0	0	0	0
"2a37813e787377587bd3b6b58efb3701"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"562e556cbd25bd1591e91127577a25f5"	0	0	12	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	10	0
"57cce115da73d807c7ab29e6b511de71"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
"6ca5a41508dee9ef8b4330fc6680267d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f2abacd706d139a015fee04f26e9c177"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e2797d453379e6b2e6b847926528e6ea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0
"a80425c95c107ea78ca3dbb72bca9dc3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0
"7ab05b7327533b9706f15d418f313dc7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	37	0	0	0
"413068888d098f6d389246bff0d5d5f7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
"ddbc2ae0eb00eeb35858c87350ae01e5"	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	53	0	0	0	0
"d21c6871d9700642fc69ed0c75bc9985"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0
"ce74f2ac2c0fb84bead6b65b19540f04"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f344c5e5019ee258ce44f4157a6e19b3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9d60290a0a168af87d4952bbe3d3e459"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"60962685c791d1d614efb97008e922bb"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f7e59d75cf65e12a35c526d6418c0cae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d481b24beb1ddb4718fe2e0e46ba0374"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d9f5bf8c234e270e7a1cbf82d500fa65"	0	0	0	0	0	0	23	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0
"5786e57ee984fc1612b758892a93a09a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0
"8c72a8d545bbc30ea1ea5be719c07890"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0
"8462eb14e54a90b4fa39346abc525faa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"25a4b2d2b49cf4567e4a730834fe5273"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"bba92d3e772777f4a5253895bc84bd0f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0
"1530ba1f65c00e317d6d384bc98d8846"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"541cb5c67fdf5e090146eb62454ec755"	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b1c2d8ee39ed671e2018fc644ded6732"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"84cfaa3ef1e271a41ba97f500abef1cd"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ec899b1801e7ae499e490338f79f96b0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c238d73efef77153ef18e324f9e790e0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"feee093d8e2312bf2d6a54380ccb2fa4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6a916bbd9643cfa93f3ecb694841cd6e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7bd2674d9e6cb8c4a5a426a19445da1c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"64bdd3e09510ae5ae2a24c40cdef4b1b"	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"740e9776a846305c8717dc7cb0526622"	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"61b063a31bfd84aa7983e553de5018f4"	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c97e473f3f45b502fa3202785a2d787b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ffea956900836797fc6e361fab01d449"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"0f91a736c361cb0e56f590a976500205"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16261333cae63678c44ee3779f38b6e6"	0	0	0	0	681	0	1496	179	0	18	0	0	0	95	0	0	8	1112	0	0	0	12	0	0	0	170	124	11	0
"0e64f158693a29ebf995e23e7eead8f6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d5eaad6d3480036c8dc9ec787a5d5f3f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3d0401feaaf9ad4c35d26941e347a669"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c5ccefa0bfd3c558bdaaee9a01098bc2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8e9d1e4f550429cab3020f83c1c7071c"	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1293d0557f2e7dc122a3bb6ed51784de"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ed48ded40ca5e57de6c75cd981054caf"	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"251d3db27f0e3871be5d3f156c626783"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5fcba053d58a3e6a51086e880fc18d96"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6dd4d96674d2640dba45d0825b771cf3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"eb6634e8f380f063cfd67599f1956bf8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"91a4199248b8538694bd65bbe1004eb7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7a1e1d02604e417a785d4dbd8a2c4e39"	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	15	0	0	148	0	144	0	148	117	55	0	0
"fe6166a36e112cfae5184bfc3f725eea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b4baf33d70bfb1afc869dc5054f0a32b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"0c6a51b82ccf22338b048150f882a06a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"101febb3830caf5071658387f78b232e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
"86ae76287da160135b0d173635aec395"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0
"d1498e510b931bd02b65ccde5b9e9275"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d334d27f877e6ac947cac0743f1565ff"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a640ccf46fa3f288c967c62c8ac1f8d9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"86c51f50738730b15b2c8853a15eb48b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
"cd3889d3b67014ebb51968d2be89cdc5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3d1bcd7e08d24beb3bf40d5e2ee49d03"	25	0	0	0	66	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	88	0	110	0	523	61	70	0	0
"cdfbaca183e34a9971ac6a1e8b561f52"	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6101d3f0306deefa5ddbbb3a0d91ddbd"	0	0	0	0	120	0	0	297	0	0	0	0	0	10	0	0	0	0	0	0	92	0	83	0	358	0	79	0	0
"115e2c1b3f62e580f4dc11b607334222"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9203a4030c60a0bb171c6267d0c78bfb"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
"5e76c0bbbdb8f716009bbaee67d55eec"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"0c20fe2cad540fd4e10822d7a5961de4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
"5ce25dbc95503647b6d097b9ed9c3383"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"591d8feb23c65fa8772c1b4368ac9191"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ee1796560897352311df1d915826d2a2"	0	549	0	0	75	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	47	0	0	0
"12c18e37999a7d4b62f7598d61522337"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"db03c022d8b78d173446bde5a23ed38a"	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a2f3d121cac2c66d296111b72619e95f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a32732a9dcfb495003a885268ffe6add"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
"4d7afd1286df400e4b97882c4d25bee4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
"ea9b44a9f17a88a0c6d2613c2f85a029"	0	184	0	0	50	0	99	110	0	20	0	0	33	0	0	0	25	125	0	0	0	0	163	0	0	0	0	0	315
"36082df13377ec55cc88a37a80d02229"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18f8977235c714c106199eb32bc875c9"	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"027bf1be3e1a75e3a3efa77c72e90057"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"872d85d5a95da0dac9423f959fc17fcc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"61891d8b81a271a9ca0eff4365ad61ca"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"dfca4e3cfc8ae7622897e30e7e5dddee"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b3d7b4bb95d8332863107046ddea859c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"027ea108cf983d616f2d004e65578767"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6959f10283c33f493f7e4c60dfa1b112"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"638a4b83f9aa0a45c1f2188993a8fdbb"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e2544a6444889024ab9693a46d1958ac"	0	633	0	0	0	0	80	0	36	0	30	0	0	44	0	0	0	0	13	0	25	0	0	0	0	0	0	44	0
"3d0973f897d4f62f32395cfe3fedb175"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8b8feeced0165d5d58574a618046b308"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"271e379aa3af5c7fec05d0d7949bb80b"	0	0	0	0	0	0	0	0	0	28	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	44	53	0	0
"b29b9d40a2bf1f56cac7253eac0a27ae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"7780d9030d1a9be65d4b914fe0192165"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"df665d99d18f9f80e3410f2fafb47d9e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"bac978db5c7039013b1bf477e992dc6c"	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2cdbb011b28e92eee1224d3a64ea126d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"bfeb1aae6d14ae5a1a93d5076a4a5a1e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9a7f1b0999022140053261f1481efae7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"03fe99d1d09602de9769375ec2548f13"	0	349	0	0	0	0	0	0	276	0	0	63	0	334	0	0	0	398	0	0	140	0	0	0	0	175	84	0	0
"3c7816f50474019b83a5d8a565bc766c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a5c6071cbd7a7a60b5831d459a2abc22"	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"03758c7c6a8ade6af5c162070d133734"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"376cb29927ec8ac678bbc1d8b53f9dfe"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3a4c6c7b5c5db7842e58f586f309b175"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
"2b7fb616d5c735a289578c4b42d81b96"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"568d2c3f6026bb28d18fd634b4c25c35"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b1c2b12e201b4a44c84cdbac91064b7a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"51c27d5822330c710636733be2f06755"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"bb099ba1e515fc699fdd94b75fca0ae9"	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"75fb472545a9d72fc1e10be51f5ba387"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"900846189ddef1a5556b3e23ef741d49"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4b415f3f1c6545dd65ff38ca1addb009"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ca5f5e03e8ef9cafb7cbd97d7ebb5070"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ee64c7511b70396a0b1c9c51dd77b09e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8b8285672c982b48b30e7d4903245f19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"75643c26b2426172e22983627bd8f15c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8573f567e21a8a7d03c9aa7f042113e8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"e3ea7f920dfc494cba3a14925d9a0d9b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"0913d79085c71bcb1b91f8229b53212a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"0a93ebf576e5b51e46c6e34e22f62c1c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0
"a188c7d6f92fea06add8d6494c3aca82"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"141604f468866dfb8eca2907357a4740"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"40fa418d62dcd98668d4b9ec305fa0e5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d6fe9e5136ed684d5d64be2ba86d7259"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1a1fa3b0e97d1a3213cbc259a6ec1fd8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0
"a7b8c3e934864e90de97d842cf931efc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e39ae3454d55c00a3f838617510e4dd0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5921cb5c3a995fb6831f975c24a3c58f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c35b2fe99858d25b34af3a000076841b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
